"","year","rating","id","imdbid","title","titleId"
"4185",2002,0,7756,"0280609","Dog Soldiers","tt0280609"
"4186",2002,0,7757,"0245562","Windtalkers","tt0245562"
"4187",2002,3,7774,"0287467","Hable con ella [Talk to Her]","tt0287467"
"4188",2002,2,7789,"0293815","Friday After Next","tt0293815"
"4189",2002,3,7997,"0280665","Femme Fatale","tt0280665"
"4190",2002,1,8547,"0310567","A hidember","tt0310567"
"4191",2002,3,8704,"0300214","Morvern Callar","tt0300214"
"4192",2002,3,8773,"0250292","Cheats","tt0250292"
"4193",2002,3,8795,"0285300","Loenatik - De moevie","tt0285300"
"4194",2002,3,8856,"0187512","Slap Her, She&#39;s French!","tt0187512"
"4195",2002,3,8963,"0288477","Ghost Ship","tt0288477"
"4196",2002,3,9016,"0282123","A Ring of Endless Light","tt0282123"
"4197",2002,3,9042,"0282521","Get a Clue","tt0282521"
"4198",2002,3,9043,"0296251","Tru Confessions","tt0296251"
"4199",2002,1,9365,"0309404","Bungalow","tt0309404"
"4200",2002,1,9343,"0364986","Ben &amp; Arthur","tt0364986"
"4201",2002,1,9620,"0268695","Time Machine, The","tt0268695"
"4202",2002,3,9754,"0376078","Planet of the Erotic Ape","tt0376078"
"4203",2002,2,9826,"0278435","Enough","tt0278435"
"4204",2002,1,10041,"0164184","Sum of All Fears, The","tt0164184"
"4205",2002,2,9903,"0297037","Brown  Sugar","tt0297037"
"4206",2002,3,9919,"0246592","Dummy","tt0246592"
"4207",2002,3,9990,"0265298","Big Fat Liar","tt0265298"
"4208",2002,3,10141,"0290664","Hysterical Blindness","tt0290664"
"4209",2002,1,10338,"0280486","Bad Company","tt0280486"
"4210",2002,3,10277,"0300949","Apartment #5C","tt0300949"
"4211",2002,3,10282,"0246464","Big Trouble","tt0246464"
"4212",2002,0,10326,"0322802","Jackass: The Movie","tt0322802"
"4213",2002,1,10332,"0284837","Ali G Indahouse","tt0284837"
"4214",2003,3,39,"0318997","Angels in America","tt0318997"
"4215",2003,3,41,"0257076","S.W.A.T.","tt0257076"
"4216",2003,1,45,"0313542","Runaway Jury","tt0313542"
"4217",2003,1,48,"0317740","Italian Job, The","tt0317740"
"4218",2003,3,44,"0320691","Underworld","tt0320691"
"4219",2003,1,55,"0292506","Recruit, The","tt0292506"
"4220",2003,2,58,"0234215","Matrix Reloaded, The","tt0234215"
"4221",2003,3,59,"0242653","Matrix Revolutions, The","tt0242653"
"4222",2003,3,102,"0290334","X2 (X-Men 2)","tt0290334"
"4223",2003,1,123,"0300471","Shanghai Knights","tt0300471"
"4224",2003,1,126,"0309698","Identity","tt0309698"
"4225",2003,3,142,"0315327","Bruce Almighty","tt0315327"
"4226",2003,1,248,"0167260","Lord of the Rings: The Return of the King, The","tt0167260"
"4227",2003,3,271,"0340855","Monster","tt0340855"
"4228",2003,3,292,"0337909","Calendar Girls","tt0337909"
"4229",2003,3,299,"0388473","Tokyo Godfathers","tt0388473"
"4230",2003,3,320,"0298814","Core, The","tt0298814"
"4231",2003,3,325,"0306047","Scary Movie 3","tt0306047"
"4232",2003,3,411,"0325703","Lara Croft Tomb Raider: The Cradle of Life","tt0325703"
"4233",2003,3,508,"0266697","Kill Bill: Vol. 1","tt0266697"
"4234",2003,3,510,"0325980","Pirates of the Caribbean: The Curse of the Black Pearl","tt0325980"
"4235",2003,3,624,"0263757","Uptown Girls","tt0263757"
"4236",2003,1,778,"0266543","Finding Nemo","tt0266543"
"4237",2003,3,779,"0314331","Love Actually","tt0314331"
"4238",2003,3,837,"0368226","Room, The","tt0368226"
"4239",2003,0,841,"0311113","Master and Commander: The Far Side of the World","tt0311113"
"4240",2003,3,895,"0328589","Under the Tuscan Sun","tt0328589"
"4241",2003,3,941,"0286244","Les triplettes de Belleville","tt0286244"
"4242",2003,2,958,"0165982","Sinbad: Legend of the Seven Seas","tt0165982"
"4243",2003,3,983,"0324133","Swimming Pool","tt0324133"
"4244",2003,3,1041,"0335266","Lost In Translation","tt0335266"
"4245",2003,0,1061,"0283426","Jungle Book 2, The","tt0283426"
"4246",2003,1,1073,"0329717","Hollywood Homicide","tt0329717"
"4247",2003,0,1225,"0354575","Five Obstructions, The","tt0354575"
"4248",2003,2,1136,"0311289","Holes","tt0311289"
"4249",2003,3,1153,"0251127","How to Lose a Guy in 10 Days","tt0251127"
"4250",2003,3,1514,"0339071","Girls Will Be Girls","tt0339071"
"4251",2003,3,1432,"0264150","View from the Top","tt0264150"
"4252",2003,3,1095,"0322330","Freaky Friday","tt0322330"
"4253",2003,3,1450,"0300015","I Capture the Castle","tt0300015"
"4254",2003,3,1458,"0159365","Cold Mountain","tt0159365"
"4255",2003,3,1460,"0304415","Mona Lisa Smile","tt0304415"
"4256",2003,2,1527,"0363226","Blind Swordsman: Zatoichi, The","tt0363226"
"4257",2003,0,1541,"0298482","Nothing","tt0298482"
"4258",2003,3,1473,"0277986","Rats","tt0277986"
"4259",2003,3,1400,"0309530","Down With Love","tt0309530"
"4260",2003,0,1404,"0325710","Last Samurai, The","tt0325710"
"4261",2003,3,1467,"0338188","Missing, The","tt0338188"
"4262",2003,2,1610,"0380726","Stara basn. Kiedy slonce bylo bogiem (An Ancient Tale: When the Sun was God)","tt0380726"
"4263",2003,3,1767,"0346336","Best of Youth, The","tt0346336"
"4264",2003,3,1858,"0333780","Legally Blonde 2: Red, White &amp; Blonde","tt0333780"
"4265",2003,3,1906,"0338459","Spy Kids 3-D: Game Over","tt0338459"
"4266",2003,3,1997,"0306734","Le divorce","tt0306734"
"4267",2003,3,2044,"0301357","Goodbye Lenin!","tt0301357"
"4268",2003,0,2097,"0311429","League of Extraordinary Gentlemen, The","tt0311429"
"4269",2003,3,2107,"0351238","Distant Lights (Lichter)","tt0351238"
"4270",2003,3,2167,"0348913","Dead Like Me","tt0348913"
"4271",2003,0,2193,"0287978","Daredevil","tt0287978"
"4272",2003,3,2262,"0199626","In the Cut","tt0199626"
"4273",2003,3,2320,"0365376","A Tale of Two Sisters","tt0365376"
"4274",2003,3,2380,"0328538","Thirteen","tt0328538"
"4275",2003,3,2381,"0339840","Undead","tt0339840"
"4276",2003,1,2402,"0319061","Big Fish","tt0319061"
"4277",2003,3,2499,"0338135","Barbarian Invasions, The","tt0338135"
"4278",2003,3,2500,"0337741","Something&#39;s Gotta Give","tt0337741"
"4279",2003,3,2510,"0307351","Prey for Rock &amp; Roll","tt0307351"
"4280",2003,3,2515,"0276919","Dogville","tt0276919"
"4281",2003,2,2521,"0323944","Shattered Glass","tt0323944"
"4282",2003,3,2564,"0368310","Sunset Story","tt0368310"
"4283",2003,3,2611,"0315983","House of Sand and Fog","tt0315983"
"4284",2003,3,2741,"0362387","2LDK","tt0362387"
"4285",2003,3,2821,"0309593","Final Destination 2","tt0309593"
"4286",2003,3,2844,"0303830","Casa de los babys","tt0303830"
"4287",2003,1,2890,"0327137","Secondhand Lions","tt0327137"
"4288",2003,2,2891,"0309987","Dreamers, The","tt0309987"
"4289",2003,0,2901,"0376263","Tough Luck","tt0376263"
"4290",2003,3,2957,"0335119","Girl with a Pearl Earring","tt0335119"
"4291",2003,3,2979,"0316396","Peter Pan","tt0316396"
"4292",2003,1,3137,"0339882","It&#39;s Better to Be Wanted for Murder Than Not to Be Wanted at All","tt0339882"
"4293",2003,3,3201,"0330859","Scary Godmother: Halloween Spooktakular","tt0330859"
"4294",2003,1,3227,"0286716","Hulk","tt0286716"
"4295",2003,3,3263,"0305357","Charlie&#39;s Angels: Full Throttle","tt0305357"
"4296",2003,3,3421,"0332379","School of Rock, The","tt0332379"
"4297",2003,3,3542,"0301470","Jeepers Creepers II","tt0301470"
"4298",2003,3,3630,"0181852","Terminator 3: Rise of the Machines","tt0181852"
"4299",2003,3,3645,"0295700","Wrong Turn","tt0295700"
"4300",2003,3,3700,"0317303","Daddy Day Care","tt0317303"
"4301",2003,0,3773,"0370754","Voices of a Distant Star","tt0370754"
"4302",2003,3,3848,"0327056","Mystic River","tt0327056"
"4303",2003,3,3902,"0344604","Apr&egrave;s Vous","tt0344604"
"4304",2003,3,4035,"0310778","Bon voyage","tt0310778"
"4305",2003,1,4109,"0377094","Moi et mon blanc","tt0377094"
"4306",2003,0,4161,"0285531","Dreamcatcher","tt0285531"
"4307",2003,1,4183,"0364569","Oldboy","tt0364569"
"4308",2003,0,4184,"0368667","Interstella 5555: The 5tory of the 5ecret 5tar 5ystem","tt0368667"
"4309",2003,3,4302,"0379217","Coffee and Cigarettes","tt0379217"
"4310",2003,3,4349,"0323298","Mother, The","tt0323298"
"4311",2003,1,4378,"0306685","Cradle 2 the Grave","tt0306685"
"4312",2003,0,5141,"0368909","Ong-bak","tt0368909"
"4313",2003,3,4511,"0342167","Camp","tt0342167"
"4314",2003,1,4502,"0300556","Timeline","tt0300556"
"4315",2003,3,4562,"0366920","Pride and Prejudice","tt0366920"
"4316",2003,1,4723,"0342492","De gr&oslash;nne slagtere (&#39;Green Butchers&#39;)","tt0342492"
"4317",2003,3,4745,"0379363","Malibu Spring Break","tt0379363"
"4318",2003,1,4820,"0322259","2 Fast 2 Furious","tt0322259"
"4319",2003,3,4829,"0386862","Forest for the Trees, The","tt0386862"
"4320",2003,3,4845,"0315733","21 grams","tt0315733"
"4321",2003,1,4868,"0282209","Darkness Falls","tt0282209"
"4322",2003,1,4938,"0374546","Spring, Summer, Fall, Winter... and Spring","tt0374546"
"4323",2003,2,5056,"0317676","House of the Dead","tt0317676"
"4324",2003,3,5107,"0363589","Elephant","tt0363589"
"4325",2003,3,5278,"0367174","Heung joh chow heung yau chow (Turn Left, Turn Right)","tt0367174"
"4326",2003,2,5289,"0367859","Man Who Copied, The","tt0367859"
"4327",2003,3,5360,"0348836","Gothika","tt0348836"
"4328",2003,3,5419,"0338467","High Roller: The Stu Ungar Story","tt0338467"
"4329",2003,3,5422,"0318725","Stupeur et Tremblements","tt0318725"
"4330",2003,0,5430,"0406709","Dies irae","tt0406709"
"4331",2003,3,5503,"0270980","My Boss&#39;s Daughter","tt0270980"
"4332",2003,3,5567,"0264395","Basic","tt0264395"
"4333",2003,3,5806,"0138524","Intolerable Cruelty","tt0138524"
"4334",2003,3,5819,"0338095","High Tension","tt0338095"
"4335",2003,3,5825,"0329679","An Unexpected Love","tt0329679"
"4336",2003,3,6161,"0306841","Lizzie McGuire Movie, The","tt0306841"
"4337",2003,1,6234,"0289944","Fear X","tt0289944"
"4338",2003,3,6301,"0340377","Station Agent, The","tt0340377"
"4339",2003,3,6379,"0337711","Rugrats Go Wild","tt0337711"
"4340",2003,3,6446,"0367913","Ju-on 2","tt0367913"
"4341",2003,1,6626,"0285823","Once Upon a Time in Mexico","tt0285823"
"4342",2003,1,6662,"0274166","Johnny English","tt0274166"
"4343",2003,3,6698,"0301777","Robot Stories","tt0301777"
"4344",2003,2,6745,"0324197","Time of the Wolf","tt0324197"
"4345",2003,0,6801,"0377556","Bu san","tt0377556"
"4346",2003,2,6986,"0302886","Old School","tt0302886"
"4347",2003,3,6995,"0800318","Cheetah Girls , The","tt0800318"
"4348",2003,3,6997,"0324013","Soldier&#39;s Girl","tt0324013"
"4349",2003,0,7027,"0328880","Brother Bear","tt0328880"
"4350",2003,3,7093,"0353969","Memories of Murder","tt0353969"
"4351",2003,1,7392,"0338309","Evil","tt0338309"
"4352",2003,3,7512,"0251736","House of 1000 Corpses","tt0251736"
"4353",2003,1,7600,"0286788","What a Girl Wants","tt0286788"
"4354",2003,1,7554,"0364517","Love Me If You Dare","tt0364517"
"4355",2003,3,7666,"0314412","My Life Without Me","tt0314412"
"4356",2003,1,7726,"0377191","Hot Wheels: World Race Highway 35","tt0377191"
"4357",2003,0,7967,"0307987","Bad Santa","tt0307987"
"4358",2003,1,8002,"0319343","Elf","tt0319343"
"4359",2003,3,8198,"0326977","I&#39;m Not Scared","tt0326977"
"4360",2003,3,8242,"0329101","Freddy vs. Jason","tt0329101"
"4361",2003,1,8315,"0374102","Open Water","tt0374102"
"4362",2003,3,8292,"0332285","Off the Map","tt0332285"
"4363",2003,1,8436,"0305224","Anger Management","tt0305224"
"4364",2003,0,8530,"0373981","Kontroll","tt0373981"
"4365",2003,3,8695,"0348853","Nathalie...","tt0348853"
"4366",2003,1,8731,"0257568","Kangaroo Jack","tt0257568"
"4367",2003,3,8794,"0325007","April&#39;s Shower","tt0325007"
"4368",2003,3,8897,"0323810","Right on Track","tt0323810"
"4369",2003,1,8865,"0349205","Cheaper by the Dozen","tt0349205"
"4370",2003,3,8879,"0383206","Barbie of Swan Lake","tt0383206"
"4371",2003,1,8925,"0285861","Owning Mahowny","tt0285861"
"4372",2003,3,9084,"0325055","Sylvia","tt0325055"
"4373",2003,3,9366,"0331698","Milchwald","tt0331698"
"4374",2003,0,9549,"0384819","Azumi","tt0384819"
"4375",2003,3,9576,"0314353","Tears of the Sun","tt0314353"
"4376",2003,2,9582,"5657412","Avenue Q","tt5657412"
"4377",2003,1,9586,"0338828","Mais qui a tu&eacute; Pamela Rose?","tt0338828"
"4378",2003,2,9605,"0338337","Paycheck","tt0338337"
"4379",2003,3,9610,"0338806","Warrior Queen","tt0338806"
"4380",2003,0,9743,"0339135","In Hell","tt0339135"
"4381",2003,0,9784,"0299930","Gigli","tt0299930"
"4382",2003,3,9808,"0330099","Brown Bunny, The","tt0330099"
"4383",2003,3,9981,"0420076","Pokemon: Jirachi - Wish Maker","tt0420076"
"4384",2003,3,9985,"0312528","Cat in the Hat, The","tt0312528"
"4385",2003,1,10055,"0172156","Bad Boys II","tt0172156"
"4386",2003,2,10153,"0317640","Hebrew Hammer, The","tt0317640"
"4387",2003,2,10391,"0349345","Despiser","tt0349345"
"4388",2004,1,37,"0343818","I, Robot","tt0343818"
"4389",2004,3,50,"0317705","Incredibles, The","tt0317705"
"4390",2004,3,75,"0319262","Day After Tomorrow, The","tt0319262"
"4391",2004,2,104,"0289879","Butterfly Effect, The","tt0289879"
"4392",2004,2,108,"0372183","Bourne Supremacy, The","tt0372183"
"4393",2004,1,132,"0327247","Whole Ten Yards, The","tt0327247"
"4394",2004,2,133,"0338013","Eternal Sunshine of the Spotless Mind","tt0338013"
"4395",2004,3,156,"0362269","Kinsey","tt0362269"
"4396",2004,3,162,"0298148","Shrek 2","tt0298148"
"4397",2004,3,199,"0377092","Mean Girls","tt0377092"
"4398",2004,3,213,"0366551","Harold and Kumar Go to White Castle","tt0366551"
"4399",2004,3,258,"0347149","Hauru no ugoku shiro (Howl's Moving Castle)","tt0347149"
"4400",2004,3,281,"0318627","Resident Evil: Apocalypse","tt0318627"
"4401",2004,3,342,"0360201","Wimbledon","tt0360201"
"4402",2004,2,349,"0380366","Ae Fond Kiss...","tt0380366"
"4403",2004,3,352,"0357413","Anchorman: The Legend of Ron Burgundy","tt0357413"
"4404",2004,0,472,"0377062","Flight of the Phoenix","tt0377062"
"4405",2004,2,475,"0349903","Ocean's Twelve","tt0349903"
"4406",2004,3,509,"0378194","Kill Bill: Vol. 2","tt0378194"
"4407",2004,3,551,"0367631","D.E.B.S.","tt0367631"
"4408",2004,3,565,"0338139","Iron Jawed Angels","tt0338139"
"4409",2004,3,638,"0332375","Saved!","tt0332375"
"4410",2004,3,682,"0346156","Sky Captain and the World of Tomorrow","tt0346156"
"4411",2004,3,746,"0371246","Spanglish","tt0371246"
"4412",2004,3,750,"0365125","A Dirty Shame","tt0365125"
"4413",2004,3,759,"0279967","Mulan II","tt0279967"
"4414",2004,3,763,"0334965","Bring It on Again","tt0334965"
"4415",2004,3,781,"0332280","Notebook, The","tt0332280"
"4416",2004,3,785,"0416220","Shimotsuma monogatari (Kamikaze Girls)","tt0416220"
"4417",2004,2,807,"0387564","Saw","tt0387564"
"4418",2004,3,853,"0327679","Ella Enchanted","tt0327679"
"4419",2004,0,868,"0414852","Banlieue 13","tt0414852"
"4420",2004,3,916,"0356721","I Heart Huckabees","tt0356721"
"4421",2004,3,4328,"0371835","Ghost Cat","tt0371835"
"4422",2004,3,933,"0388789","Born Into Brothels: Calcutta&#39;s Red Light Kids","tt0388789"
"4423",2004,3,953,"0377713","Cube Zero","tt0377713"
"4424",2004,1,956,"0332452","Troy","tt0332452"
"4425",2004,3,957,"0338526","Van Helsing","tt0338526"
"4426",2004,3,966,"0377084","Ladies in Lavender","tt0377084"
"4427",2004,3,1001,"0365748","Shaun of the Dead","tt0365748"
"4428",2004,3,1021,"0368933","Princess Diaries 2: Royal Engagement, The","tt0368933"
"4429",2004,3,1027,"0327554","Catwoman","tt0327554"
"4430",2004,2,1060,"0371823","Mickey, Donald, Goofy: The Three Musketeers","tt0371823"
"4431",2004,3,1348,"0365135","Double Dare","tt0365135"
"4432",2004,1,1420,"0390384","Primer","tt0390384"
"4433",2004,3,1565,"0417349","North and South","tt0417349"
"4434",2004,2,1205,"0343660","50 First Dates","tt0343660"
"4435",2004,3,1220,"0378793","Speak","tt0378793"
"4436",2004,3,1221,"0367462","Say Yes Quickly","tt0367462"
"4437",2004,3,1131,"0327162","Stepford Wives, The","tt0327162"
"4438",2004,3,1148,"0405159","Million Dollar Baby","tt0405159"
"4439",2004,1,1592,"0327437","Around the World in 80 Days","tt0327437"
"4440",2004,1,1096,"0385267","In Good Company","tt0385267"
"4441",2004,3,1461,"0375233","Innocence","tt0375233"
"4442",2004,2,1539,"0296572","Chronicles of Riddick, The","tt0296572"
"4443",2004,0,1498,"0381668","Tropical Malady","tt0381668"
"4444",2004,1,1597,"0349825","Miracle","tt0349825"
"4445",2004,1,1084,"0406649","A Christmas Carol: The Musical","tt0406649"
"4446",2004,3,1670,"0344510","A Very Long Engagement","tt0344510"
"4447",2004,1,1731,"0316654","Spider-Man 2","tt0316654"
"4448",2004,3,1740,"0356470","A Cinderella Story","tt0356470"
"4449",2004,3,1748,"0363163","Der Untergang (Downfall)","tt0363163"
"4450",2004,3,1763,"0401233","Appleseed","tt0401233"
"4451",2004,3,1798,"0388311","Or","tt0388311"
"4452",2004,3,1871,"0308644","Finding Neverland","tt0308644"
"4453",2004,1,1890,"0386820","Terkel i knibe","tt0386820"
"4454",2004,3,2032,"0376541","Closer","tt0376541"
"4455",2004,1,2035,"0362227","Terminal, The","tt0362227"
"4456",2004,3,2041,"0382189","My Summer of Love","tt0382189"
"4457",2004,3,2047,"0339291","Lemony Snicket&#39;s A Series of Unfortunate Events","tt0339291"
"4458",2004,3,2080,"0314063","Immortal (Ad Vitam)","tt0314063"
"4459",2004,3,2240,"0370263","AVP: Alien vs. Predator","tt0370263"
"4460",2004,3,2249,"0375063","Sideways","tt0375063"
"4461",2004,3,2266,"0333766","Garden State","tt0333766"
"4462",2004,1,2323,"0374900","Napoleon Dynamite","tt0374900"
"4463",2004,3,2333,"0304141","Harry Potter and the Prisoner of  Azkaban","tt0304141"
"4464",2004,2,2386,"0372588","Team America: World Police","tt0372588"
"4465",2004,3,2441,"0379306","A Good Woman","tt0379306"
"4466",2004,2,2448,"0293508","Phantom of the Opera, The","tt0293508"
"4467",2004,3,2452,"0407851","Hana and Alice","tt0407851"
"4468",2004,3,2501,"0359423","A Home at the End of The World","tt0359423"
"4469",2004,1,2503,"0362004","Palindromes","tt0362004"
"4470",2004,1,2514,"0407246","Duck Season","tt0407246"
"4471",2004,1,2544,"0369339","Collateral","tt0369339"
"4472",2004,3,2608,"0384504","Saving Face","tt0384504"
"4473",2004,3,2612,"0383694","Vera Drake","tt0383694"
"4474",2004,3,2768,"0420251","Three... Extremes","tt0420251"
"4475",2004,1,2817,"0370986","Mysterious Skin","tt0370986"
"4476",2004,3,2871,"0347048","Head-On","tt0347048"
"4477",2004,3,2921,"0337921","Cellular","tt0337921"
"4478",2004,2,2946,"0364343","Final Cut, The","tt0364343"
"4479",2004,3,2995,"0396184","With Blood on My Hands: Pusher II","tt0396184"
"4480",2004,1,3040,"0360845","Notre musique","tt0360845"
"4481",2004,3,3130,"0350258","Ray","tt0350258"
"4482",2004,3,3153,"0363547","Dawn of the Dead","tt0363547"
"4483",2004,3,3198,"0363282","New York Minute","tt0363282"
"4484",2004,3,3234,"0212712","2046","tt0212712"
"4485",2004,1,3261,"0338751","Aviator, The","tt0338751"
"4486",2004,3,3311,"0390221","Maria Full of Grace","tt0390221"
"4487",2004,3,3314,"0369672","A Love Song for Bobby Long","tt0369672"
"4488",2004,1,3423,"0221637","Third Society, The","tt0221637"
"4489",2004,3,3450,"0331632","Scooby Doo 2: Monsters Unleashed","tt0331632"
"4490",2004,3,3454,"0350028","Raising Helen","tt0350028"
"4491",2004,0,3554,"0373074","Kung Fu Hustle","tt0373074"
"4492",2004,1,3557,"0423866","3-Iron","tt0423866"
"4493",2004,1,3565,"0390205","Spirit of Jeet Kune Do, The","tt0390205"
"4494",2004,3,3609,"0375679","Crash","tt0375679"
"4495",2004,3,3642,"0391198","Grudge, The","tt0391198"
"4496",2004,3,3656,"0337563","13 Going on 30","tt0337563"
"4497",2004,3,3705,"0378661","They Came Back","tt0378661"
"4498",2004,1,3772,"0381348","Place Promised in Our Early Days, The","tt0381348"
"4499",2004,3,3833,"0338479","Tales From The Crapper","tt0338479"
"4500",2004,1,3971,"0338348","Polar Express, The","tt0338348"
"4501",2004,1,4011,"0375912","Layer Cake","tt0375912"
"4502",2004,3,4059,"0345074","Connie and Carla","tt0345074"
"4503",2004,3,4083,"0339072","Gladiatress","tt0339072"
"4504",2004,1,4249,"0403358","Nochnoy dozor (Night Watch)","tt0403358"
"4505",2004,3,4292,"0353489","Ginger Snaps 2: Unleashed","tt0353489"
"4506",2004,3,4298,"0381707","White Chicks","tt0381707"
"4507",2004,1,4338,"0167190","Hellboy","tt0167190"
"4508",2004,3,4368,"0415819","He Was Cool (Geunomeun meoshiteotda)","tt0415819"
"4509",2004,3,4389,"0414923","Crimes of Fashion","tt0414923"
"4510",2004,2,4408,"0362270","Life Aquatic with Steve Zissou, The","tt0362270"
"4511",2004,3,4438,"0299172","Home on the Range","tt0299172"
"4512",2004,3,4453,"1469259","Bratz the Video: Starrin&#39; &amp; Stylin&#39;","tt1469259"
"4513",2004,3,4486,"0316732","Taxi","tt0316732"
"4514",2004,3,4524,"0349416","Eulogy","tt0349416"
"4515",2004,1,4525,"0363988","Secret Window","tt0363988"
"4516",2004,3,6150,"0361696","Raise Your Voice","tt0361696"
"4517",2004,3,4565,"0439491","Caribe","tt0439491"
"4518",2004,3,4571,"0361411","Bride and Prejudice","tt0361411"
"4519",2004,1,4587,"0435224","Nemmeno il destino","tt0435224"
"4520",2004,3,4630,"0399412","Nina","tt0399412"
"4521",2004,3,4726,"0367000","House of Voices (Saint Ange)","tt0367000"
"4522",2004,3,4696,"0381966","Creep","tt0381966"
"4523",2004,3,4828,"0300270","Holy Girl, The","tt0300270"
"4524",2004,3,4842,"0368447","Village, The","tt0368447"
"4525",2004,3,4928,"0317198","Bridget Jones: The Edge of Reason","tt0317198"
"4526",2004,1,4979,"0307453","Shark Tale","tt0307453"
"4527",2004,3,5038,"0439623","In Search of Santa","tt0439623"
"4528",2004,3,5047,"0409842","Corpses","tt0409842"
"4529",2004,0,5117,"0381681","Before Sunset","tt0381681"
"4530",2004,3,5201,"0364725","Dodgeball: A True Underdog Story","tt0364725"
"4531",2004,3,5210,"0290002","Meet the Fockers","tt0290002"
"4532",2004,2,5336,"0368891","National Treasure","tt0368891"
"4533",2004,3,5392,"0382761","Jennifer&#39;s Shadow","tt0382761"
"4534",2004,3,5401,"0412915","Librarian: Quest for the Spear, The","tt0412915"
"4535",2004,3,5550,"0367479","After the Sunset","tt0367479"
"4536",2004,2,6149,"0364045","Taking Lives","tt0364045"
"4537",2004,3,5573,"0377752","Dear Frankie","tt0377752"
"4538",2004,2,5609,"0300051","Jersey Girl","tt0300051"
"4539",2004,0,5629,"0387658","Bionicle 2: Legends of Metru Nui","tt0387658"
"4540",2004,1,5659,"0361862","Machinist, The","tt0361862"
"4541",2004,3,5673,"0314498","Perfect Score, The","tt0314498"
"4542",2004,2,5824,"0384533","She Hate Me","tt0384533"
"4543",2004,3,5877,"0340012","Being Julia","tt0340012"
"4544",2004,1,5920,"0346491","Alexander","tt0346491"
"4545",2004,1,5952,"0440803","Shutter","tt0440803"
"4546",2004,3,5968,"0388419","Christmas with the Kranks","tt0388419"
"4547",2004,3,5976,"0420332","Veer-Zaara","tt0420332"
"4548",2004,3,5988,"0367110","Swades","tt0367110"
"4549",2004,3,6008,"0364751","Without a Paddle","tt0364751"
"4550",2004,3,6070,"0431340","Puppet Master vs Demonic Toys","tt0431340"
"4551",2004,1,6077,"0318403","Lion King 1 1/2, The","tt0318403"
"4552",2004,3,6257,"0304377","Mango Kiss","tt0304377"
"4553",2004,3,6312,"0426955","Barbie as the Princess and the Pauper","tt0426955"
"4554",2004,1,6700,"0337697","Prince and Me, The","tt0337697"
"4555",2004,3,6739,"0459175","All the Ships at Sea","tt0459175"
"4556",2004,0,6748,"0411705","9 Songs","tt0411705"
"4557",2004,1,6842,"0348593","Door in the Floor, The","tt0348593"
"4558",2004,3,6907,"0476680","Naruto the Movie: Ninja Clash in the Land of Snow","tt0476680"
"4559",2004,3,6923,"0369702","Sea Inside, The","tt0369702"
"4560",2004,1,7119,"0419677","Dead Man&#39;s Shoes","tt0419677"
"4561",2004,1,7145,"0364961","Assassination of Richard Nixon, The","tt0364961"
"4562",2004,3,7234,"0390450","Blessed","tt0390450"
"4563",2004,0,7206,"0403703","Yu-Gi-Oh!: The Movie","tt0403703"
"4564",2004,2,7342,"0374180","Romasanta","tt0374180"
"4565",2004,2,7471,"0368658","Stage Beauty","tt0368658"
"4566",2004,3,7478,"0345950","SpongeBob SquarePants Movie, The","tt0345950"
"4567",2004,3,7602,"0368975","Sleepover","tt0368975"
"4568",2004,0,7612,"0328400","A Separate Peace","tt0328400"
"4569",2004,1,7617,"0384369","Before the Fall","tt0384369"
"4570",2004,1,7639,"0372334","House of D","tt0372334"
"4571",2004,1,7648,"0297284","Mindhunters","tt0297284"
"4572",2004,1,7653,"0317042","One Point O","tt0317042"
"4573",2004,3,7668,"0338096","Dirty Dancing: Havana Nights","tt0338096"
"4574",2004,1,7790,"0330793","Punisher, The","tt0330793"
"4575",2004,3,7926,"0359013","Blade: Trinity","tt0359013"
"4576",2004,3,7944,"0408777","Edukators, The","tt0408777"
"4577",2004,3,8132,"0335345","Passion of the Christ, The","tt0335345"
"4578",2004,0,8545,"0370919","Magyar vandor","tt0370919"
"4579",2004,2,8546,"0379071","Stop Mom Theresa!","tt0379071"
"4580",2004,3,8680,"0349260","In my country","tt0349260"
"4581",2004,3,8610,"0415855","Hotel","tt0415855"
"4582",2004,1,8888,"0330588","MXP: Most Extreme Primate","tt0330588"
"4583",2004,3,8959,"0410696","Stuck in the Suburbs","tt0410696"
"4584",2004,3,9120,"0367085","Soul Plane","tt0367085"
"4585",2004,1,9191,"0435286","Pokemon the Movie: Destiny Deoxys","tt0435286"
"4586",2004,1,9323,"0351977","Walking Tall","tt0351977"
"4587",2004,3,9363,"0360779","Marseille","tt0360779"
"4588",2004,2,9425,"0384116","G.O.R.A.","tt0384116"
"4589",2004,3,9480,"0361467","Confessions of Teenage Drama Queen","tt0361467"
"4590",2004,3,9509,"0372832","Skeleton Man","tt0372832"
"4591",2004,1,9527,"0356150","EuroTrip","tt0356150"
"4592",2004,1,9685,"0421051","Daniel the Wizard","tt0421051"
"4593",2004,2,9960,"0459449","M. Kumaran S/O Mahalakshmi","tt0459449"
"4594",2004,3,10362,"0334541","Tremors 4: The Legend Begins","tt0334541"
"4595",2004,3,10383,"0167456","Thunderbirds","tt0167456"
"4596",2004,3,10602,"0439533","Dead Leaves","tt0439533"
"4597",2004,3,10636,"0435434","Swing Girls","tt0435434"
"4598",2005,3,21,"0425357","Pleasure Drivers, The","tt0425357"
"4599",2005,3,23,"0448179","Wild Things: Diamonds in the Rough","tt0448179"
