data_id;iso;event_id_cnty;event_id_no_cnty;event_date;year;time_precision;event_type;sub_event_type;actor1;assoc_actor_1;inter1;actor2;assoc_actor_2;inter2;interaction;region;country;admin1;admin2;admin3;location;latitude;longitude;geo_precision;source;source_scale;notes;fatalities;timestamp;iso3
8381888;348;HUN261;261;05.06.2021;2021;1;Protests;Peaceful protest;Protesters (Hungary);"Government of Hungary (2010-); Students (Hungary); Momentum; Parbeszed: Dialogue for Hungary; MSZP: Hungarian Socialist Party; Independent Politicians (Hungary); DK: Democratic Coalition; LMP: Hungary's Green Party";6;;;0;60;Europe;Hungary;Budapest;;;Budapest;47.4954;19.0414;1;"RFE/RL; 24.hu; 444.hu; Merce; Nepszava Online";National-International;On 5 June 2021, around 6000 people marched through Budapest to protest against the construction of a campus of the Fudan University using a government loan. The Budapest mayor, at least one district mayor, Parbezsed members and MPs, Momentum, LMP, and DK members, student associations, MSZP members and MP, as well as at least one independent MP, participated in the protest. [size=around 6000];0;1626203714;HUN
8381890;348;HUN265;265;05.06.2021;2021;1;Protests;Peaceful protest;Protesters (Hungary);"Government of Hungary (2010-); Students (Hungary); Momentum; Parbeszed: Dialogue for Hungary; MSZP: Hungarian Socialist Party; Independent Politicians (Hungary); DK: Democratic Coalition; LMP: Hungary's Green Party";6;;;0;60;Europe;Hungary;Budapest;;;Budapest;47.4954;19.0414;1;"Nepszava Online; 444.hu; Merce; 24.hu; RFE/RL";National-International;On 5 June 2021, around 6000 people marched through Budapest to protest against the construction of a campus of the Fudan University using a government loan. The Budapest mayor, at least one district mayor, Parbezsed members and MPs, Momentum, LMP, and DK members, student associations, MSZP members and MP, as well as at least one independent MP, participated in the protest. [size=around 6000];0;1626203714;HUN
8063513;616;POL2580;2580;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"Protesters (Belarus); KOD: Committee for the Defence of Democracy";6;;;0;60;Europe;Poland;Malopolskie;Krakow;;Krakow;50.062;19.937;1;Committee for the Defence of Democracy;New media;On 4 June 2021, activists affiliated with the KOD movement and also some Belarusians gathered for a rally in Krakow, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. They were also demanding preservation of democracy in Poland. [size=no report];0;1623171738;POL
8063570;100;BGR1864;1864;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Sofia City;Sofia;;Sofia;42.6974;23.3212;1;Fakti.bg;National;On 4 June 2021, a group of protesters demanded the resignation of the National Revenue Agency's head in Sofia. The protesters demanded clarity in the investigation of obligations of a company owned by the Revenue Agency's head. [size=no report];0;1623171738;BGR
8063578;233;EST194;194;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Estonia);"FFF: Fridays for Future; Students (Estonia)";6;;;0;60;Europe;Estonia;Harju;Tallinn;;Tallinn;59.4367;24.7474;1;FridaysForFuture;Other;On 4 June 2021, students organized by Fridays For Future protested in Tallinn to demand more action by governments in the face of climate change. [size=no report];0;1623171738;EST
8063581;233;EST195;195;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Estonia);"FFF: Fridays for Future; Students (Estonia)";6;;;0;60;Europe;Estonia;Tartu;Tartu City;;Tartu;58.3787;26.7266;1;FridaysForFuture;Other;On 4 June 2021, students organized by Fridays For Future protested in Tartu to demand more action by governments in the face of climate change. [size=no report];0;1623171738;EST
8063589;100;BGR1863;1863;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Sofia City;Sofia;;Sofia;42.6974;23.3212;1;Frognews;National;On 4 June 2021, a protest was organized in front of the US Embassy in Sofia because the US forces had mistakenly stormed a factory during an exercise. [size=no report];0;1623171738;BGR
8063635;348;HUN239;239;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Hungary);Women (Hungary);6;;;0;60;Europe;Hungary;Budapest;District 14;;Budapest - XIV;47.518;19.1143;1;Mandiner;National;On 4 June 2021, a march against abortion was held in Budapest - XIV. [size=no report];0;1623171738;HUN
8063651;100;BGR1865;1865;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Varna;Varna;;Varna;43.2167;27.9167;1;Monitor.bg;National;On 4 June 2021, Varna residents protested against the plan to demolish a landmark pool building Dom Mladost. [size=no report];0;1623171738;BGR
8063675;642;ROU1669;1669;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);Labour Group (Romania);6;;;0;60;Europe;Romania;Braila;Braila;;Braila;45.2667;27.9833;1;News.ro;National;On 4 June 2021, around 50 employees of a municipal company protested in Braila, demanding higher salaries. [size=around 50];0;1623171739;ROM
8063681;203;CZE381;381;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);;6;;;0;60;Europe;Czech Republic;Prague;Praha;;Prague;50.0875;14.4213;1;Novinky;National;On 4 June 2021, about 400 activists gathered for a rally in Prague, demanding more severe punishment for rapists and sexual offenders. [size=about 400];0;1623171739;CZE
8063798;703;SVK166;166;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Slovakia);"Extinction Rebellion; Greenpeace";6;;;0;60;Europe;Slovakia;Bratislavsky;Bratislava I;;Bratislava;48.1505;17.1085;1;Webnoviny;National;On 4 June 2021, activists gathered for a rally in Bratislava, protesting against natural gas based energy production and demanding more support for renewable resources to protect the climate. The movements Greenpeace and Extinction Rebellion participated. [size=no report];0;1623171743;SVK
8071271;233;EST197;197;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Estonia);"FFF: Fridays for Future; Students (Estonia)";6;;;0;60;Europe;Estonia;Tartu;Tartu City;;Tartu;58.3787;26.7266;1;FridaysForFuture;Other;On 4 June 2021, students organized by Fridays for Future protested in Tartu to demand more action by governments in the face of climate change. [size=no report];0;1623780832;EST
8071272;233;EST196;196;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Estonia);"FFF: Fridays for Future; Students (Estonia)";6;;;0;60;Europe;Estonia;Harju;Tallinn;;Tallinn;59.4367;24.7474;1;FridaysForFuture;Other;On 4 June 2021, students organized by Fridays for Future protested in Tallinn to demand more action by governments in the face of climate change. [size=no report];0;1623780832;EST
8071485;616;POL2594;2594;04.06.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);Labour Group (Poland);6;;;0;60;Europe;Poland;Slaskie;Rybnik;;Rybnik;50.0956;18.5421;1;WiadomosciWp;National;On 4 June 2021, activists, mostly businessmen, gathered for a rally in Rybnik, protesting against coronavirus-related restrictions. [size=no report];0;1623780833;POL
8825360;348;HUN240;240;04.06.2021;2021;1;Protests;Protest with intervention;Protesters (Hungary);;6;Police Forces of Hungary (2010-);;1;16;Europe;Hungary;Heves;Egri;;Eger;47.8971;20.3741;1;"Egri Ugyek; 444.hu; Index.hu; 24.hu; Nyugat.hu; Mandiner";Subnational-National;On 4 June 2021, three demonstrators tried to disrupt an electoral meeting of DK in Eger (Heves county) by raising attention about the DK leader's so-called 'Oszod speech' scandal. At a point during the demonstration, a demonstrator pulled out a gas pistol, threatening a member of the electoral meeting. The police intervened and detained the demonstrators. [size=3];0;1644365180;HUN
8063430;642;ROU1668;1668;03.06.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Bucharest;Municipality of Bucharest;;Bucharest;44.4333;26.1;1;Agerpres;National;On 3 June 2021, tens of activists protested in Bucharest, demanding a valuation program for plastic bottles. [size=tens];0;1623171737;ROM
8063506;616;POL2578;2578;03.06.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;1;Charter-97;Regional;On 3 June 2021, Belarusian activists gathered for a rally in Warsaw, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. [size=no report];0;1623171738;POL
8063538;100;BGR1862;1862;03.06.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);Health Workers (Bulgaria);6;;;0;60;Europe;Bulgaria;Veliko Tarnovo;Svischov;;Svishtov;43.6196;25.3504;1;Dnes.bg;National;On 3 June 2021, school and kindergarten nurses organized a protest in Svishtov, Svischov claiming they did not receive promised salary increases. [size=no report];0;1623171738;BGR
8063568;100;BGR1861;1861;03.06.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Sofia City;Sofia;;Sofia;42.6974;23.3212;1;Fakti.bg;National;On 3 June 2021, a protest was organized in Sofia to demand the prosecutor general's resignation. [size=no report];0;1623171738;BGR
8063806;616;POL2577;2577;03.06.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);;6;;;0;60;Europe;Poland;Malopolskie;Krakow;;Krakow;50.062;19.937;1;Wyborcza;National;On 3 June 2021, activists gathered for a rally in Krakow, protesting against alleged pedophilia and other problems within the Polish Catholic church. [size=no report];0;1623171744;POL
8844316;616;POL2579;2579;03.06.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);LGBT (Poland);6;;;0;60;Europe;Poland;Dolnoslaskie;Wroclaw;;Wroclaw;51.109;17.0326;1;Wyborcza;National;On 3 June 2021, activists gathered for a rally in Wroclaw, protesting against homophobia and demanding equal rights for people of all genders. [size=no report];0;1645032565;POL
8961717;440;LTU138;138;03.06.2021;2021;1;Protests;Peaceful protest;Protesters (Lithuania);"LCP: Lithuanian Centre Party; Government of Lithuania (2020-)";6;;;0;60;Europe;Lithuania;Vilniaus;Vilniaus;;Vilnius;54.6869;25.2826;1;Lrytas;National;On 3 June 2021, approximately 100 protesters including members as well as an MP from the opposition Lithuanian Centre Party gathered in front of the Lithuanian parliament in Vilnius to celebrate the 30th anniversary of the founding of a movement advocating Lithuania's independence from the USSR, however participants mainly opposed plans by the ruling coalition to legalize same-sex civil partnerships. [size=approximately 100];0;1648593951;LTU
8063511;616;POL2575;2575;02.06.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;1;Committee for the Defence of Democracy;New media;On 2 June 2021, activists affiliated with the KOD movement gathered for a rally in Warsaw, demanding real independence of courts in Poland and protesting against alleged influence of the government on judges. [size=no report];0;1623171738;POL
8063567;100;BGR1858;1858;02.06.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Pazardzhik;Panagyurische;;Panagyurishte;42.4952;24.1902;1;Fakti.bg;National;On 2 June 2021, residents of Panagyurishte protested against the plan to transform the local court into the district court division. [size=no report];0;1623171738;BGR
8063569;100;BGR1860;1860;02.06.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Haskovo;Svilengrad;;Svilengrad;41.7667;26.2;1;Fakti.bg;National;On 2 June 2021, Svilengrad residents protested the slow construction of the Maritsa highway. [size=no report];0;1623171738;BGR
8063680;100;BGR1859;1859;02.06.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);Democratic Bulgaria;6;;;0;60;Europe;Bulgaria;Sofia City;Sofia;;Sofia;42.6974;23.3212;1;Novinite;National;On 2 June 2021, a protest was organized in Sofia in demand of the prosecutor general's resignations. Democratic Bulgaria attended the protest. [size=no report];0;1623171739;BGR
8844320;616;POL2576;2576;02.06.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Poland;Dolnoslaskie;Wroclaw;;Wroclaw;51.109;17.0326;1;Charter-97;Regional;On 2 June 2021, Belarusian activists gathered for a rally in Wroclaw, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. [size=no report];0;1645032565;POL
8844321;616;POL2574;2574;02.06.2021;2021;1;Protests;Protest with intervention;Protesters (Poland);"Feminist Revolutionary Brigade; Women (Poland); LGBT (Poland)";6;Police Forces of Poland (2015-);;1;16;Europe;Poland;Kujawsko-Pomorskie;Torun;;Torun;53.01;18.6053;1;Feministyczna Brygada Rewolucyjna;New media;On 2 June 2021, activists affiliated with the Feminist Revolutionary Brigade gathered for a rally in Torun, protesting against the recent restrictions of abortions and also demanding equal rights for people of all genders. Law enforcers detained at least one of them and ordered the rest to disperse. [size=no report];0;1645032565;POL
8063363;348;HUN238;238;01.06.2021;2021;1;Strategic developments;Arrests;Police Forces of Hungary (2010-);;1;Unidentified Armed Group (Hungary);"Islamic State (Hungary); Students (Hungary)";3;13;Europe;Hungary;Budapest;;;Budapest;47.4954;19.0414;1;"Index.hu; 444.hu; Mandiner";National;On 1 June 2021, the anti-terrorist unit of the Hungarian police arrested a 21-year-old student accused of planning several bombings in Budapest on the behalf of the Islamic State.;0;1623171737;HUN
8063475;203;CZE380;380;01.06.2021;2021;1;Protests;Peaceful protest;Protesters (Czech Republic);MMD: Million Moments for Democracy;6;;;0;60;Europe;Czech Republic;Prague;Praha;;Prague;50.0875;14.4213;1;Ceske Noviny;National;On 1 June 2021, about 3500 activists affiliated with the Million Moments for Democracy movement gathered for a rally in Prague, demanding resignation of the Minister for Justice over allegedly harmful influence over judges and courts. The rally was related to the recent sudden resignation of the highest state attorney. [size=about 3500];0;1623171738;CZE
8063556;616;POL2572;2572;01.06.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);Extinction Rebellion;6;;;0;60;Europe;Poland;Kujawsko-Pomorskie;Bydgoszcz;;Bydgoszcz;53.122;18.0002;1;Extinction Rebellion;Other;On 1 June 2021, activists affiliated with the Extinction Rebellion movement gathered for a rally in Bydgoszcz, demanding better protection of the climate. [size=no report];0;1623171738;POL
8063566;616;POL2573;2573;01.06.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);;6;;;0;60;Europe;Poland;Lodzkie;Lodz;;Lodz;51.7687;19.4561;1;Fakt;National;On 1 June 2021, activists gathered for a rally in Lodz, declaring their support to a fellow-activist, currently facing trial for prior protest activity, and demanding his release. [size=no report];0;1623171738;POL
8961721;440;LTU137;137;01.06.2021;2021;1;Protests;Peaceful protest;Protesters (Lithuania);;6;;;0;60;Europe;Lithuania;Kauno;Kauno City;;Kaunas;54.8972;23.9008;1;Delfi - Lithuanian News;National;On 1 June 2021, dozens of parents of primary school students gathered in Kaunas to oppose mandatory coronavirus PCR tests for students who wished to return to teaching in schools, as opposed to distance learning. [size=dozens];0;1648593951;LTU
8063601;616;POL2571;2571;31.05.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);;6;;;0;60;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;1;Interia;National;On 31 May 2021, activists gathered for a rally in Warsaw, demanding real independence of courts in Poland and protesting against alleged influence of the government on judges. [size=no report];0;1623171738;POL
8961722;440;LTU136;136;31.05.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Lithuania;Vilniaus;Vilniaus;;Vilnius;54.6869;25.2826;1;"Delfi - Lithuanian News; Obzor";National-Regional;On 31 May 2021, approximately 10 members of the Belarusian opposition movement based in Lithuania demonstrated in front of the European Commission's office in Vilnius during the visit of the European Commissioner for the Internal Market, to draw attention to arrests of opposition activists in Belarus. [size=approximately 10];0;1648593951;LTU
8063639;100;BGR1857;1857;30.05.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Sofia City;Sofia;;Sofia;42.6974;23.3212;1;Mediapool;National;On 30 May 2021, residents of the Gorublyane district in Sofia organized a protest and demanded compensation for forced expropriation. [size=no report];0;1623171738;BGR
8063658;233;EST193;193;30.05.2021;2021;2;Protests;Peaceful protest;Protesters (Estonia);Protesters (Belarus);6;;;0;60;Europe;Estonia;Tartu;Tartu City;;Tartu;58.3787;26.7266;1;Nasha Niva;Regional;Around 30 May 2021 (as reported), protesters, including Belarusians living in Estonia, gathered in Tartu to demand democratic change and the release of political prisoners in Belarus, on the 1st anniversary of the arrest of Sergey Tsikhanousky, an unregistered opposition candidate in the 2020 Belarus presidential elections and husband of the Belarusian opposition leader Svyatlana Tsikhanouskaya. [size=no report];0;1623171738;EST
8063660;440;LTU135;135;30.05.2021;2021;2;Protests;Peaceful protest;Protesters (Lithuania);Protesters (Belarus);6;;;0;60;Europe;Lithuania;Klaipedos;Klaipedos;;Klaipeda;55.7082;21.1383;1;Nasha Niva;Regional;Around 30 May 2021 (as reported), protesters including Belarusians living in Lithania gathered in Klaipeda to demand democratic change and the release of political prisoners in Belarus, on the 1st anniversary of the arrest of Sergey Tsikhanousky, an unregistered opposition candidate in the 2020 Belarus presidential elections and husband of the Belarusian opposition leader Svyatlana Tsikhanouskaya. [size=no report];0;1623171738;LTU
8063751;642;ROU1667;1667;30.05.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Bucharest;Municipality of Bucharest;;Bucharest;44.4333;26.1;1;RFE/RL;International;On 30 May 2021, tens of people protested outside the Belarusian embassy in Bucharest, demanding the release of journalist Roman Protasevich and his partner. [size=tens];0;1623171741;ROM
8063367;428;LVA95;95;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Latvia);Protesters (Belarus);6;;;0;60;Europe;Latvia;Riga;;;Riga;56.9502;24.1054;1;"La.lv; Skaties";National;On 29 May 2021, approximately 20 protesters including mainly Belarusians living in Latvia demonstrated in Riga to demand the release from prison of Sergey Tsikhanousky, an unregistered opposition candidate in the 2020 Belarus presidential elections and husband of the Belarusian opposition leader Svyatlana Tsikhanouskaya, on the 1st anniversary of his imprisonment by authorities in Belarus. Protesters also demanded democratic change and the release of all political prisoners in Belarus. [size=approximately 20];0;1623171737;LVA
8063442;703;SVK165;165;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Slovakia);;6;;;0;60;Europe;Slovakia;Bratislavsky;Bratislava I;;Bratislava;48.1505;17.1085;1;Aktualne (Slovakia);National;On 29 May 2021, several hundred activists gathered for a rally in Bratislava, demanding immediate resignation of the government, and also criticizing the president, due to, among other things, inadequate coronavirus-related measures. [size=several hundred];0;1623171738;SVK
8063501;616;POL2563;2563;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Poland;Lubelskie;Biala Podlaska;;Biala Podlaska;52.0331;23.1194;1;Charter-97;Regional;On 29 May 2021, Belarusian activists gathered for a rally in Biala Podlaska, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. [size=no report];0;1623171738;POL
8063512;616;POL2564;2564;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);"Protesters (Poland); KOD: Committee for the Defence of Democracy";6;;;0;60;Europe;Poland;Podlaskie;Bialystok;;Bialystok;53.1325;23.1592;1;Committee for the Defence of Democracy;New media;On 29 May 2021, Belarusian activists and members of the KOD movement gathered for a rally in Bialystok, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. [size=no report];0;1623171738;POL
8063686;233;EST192;192;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Estonia);Protesters (Belarus);6;;;0;60;Europe;Estonia;Harju;Tallinn;;Tallinn;59.4367;24.7474;1;Ohtuleht;National;On 29 May 2021, approximately 40 protesters including Belarusians living in Estonia gathered in Tallinn to demand democratic change and the release of political prisoners in Belarus, on the 1st anniversary of the arrest of Sergey Tsikhanousky, an unregistered opposition candidate in the 2020 Belarus presidential elections and husband of the Belarusian opposition leader Svyatlana Tsikhanouskaya. [size=approximately 40];0;1623171739;EST
8063799;616;POL2566;2566;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Poland;Malopolskie;Krakow;;Krakow;50.062;19.937;1;Wprost;National;On 29 May 2021, Belarusian activists gathered for a rally in Krakow, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. [size=no report];0;1623171743;POL
8063800;616;POL2569;2569;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;1;Wprost;National;On 29 May 2021, several hundred Belarusian activists gathered for a rally in Warsaw, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. [size=several hundred];0;1623171743;POL
8063801;616;POL2568;2568;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Poland;Wielkopolskie;Poznan;;Poznan;52.4085;16.9335;1;Wyborcza;National;On 29 May 2021, Belarusian activists gathered for a rally in Poznan, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. [size=no report];0;1623171744;POL
8063805;616;POL2565;2565;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Poland;Kujawsko-Pomorskie;Bydgoszcz;;Bydgoszcz;53.122;18.0002;1;Wyborcza;National;On 29 May 2021, Belarusian activists gathered for a rally in Bydgoszcz, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. [size=no report];0;1623171744;POL
8199010;616;POL2607;2607;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"ORP: Citizens of Poland; Women (Poland)";6;;;0;60;Europe;Poland;Kujawsko-Pomorskie;Nakielski;;Naklo nad Notecia;53.1387;17.6001;1;Obywatele RP;Other;On 29 May 2021, activists affiliated with the ORP movement gathered for a rally in Naklo nad Notecia, protesting against several controversial steps taken by the current government, including alleged pressure against media and restricton of women's rights. [size=no report];0;1624385285;POL
8199012;616;POL2606;2606;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);"Protesters (Poland); Women's Strike; Women (Poland)";6;;;0;60;Europe;Poland;Slaskie;Bielsko-Biala;;Bielsko-Biala;49.8203;19.0469;1;Ogolnopolski Strajk Kobiet;Other;On 29 May 2021, Belarusian activists gathered for a rally in Bielsko-Biala, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. They were supported by the movement Women's Strike. [size=no report];0;1624385285;POL
8844324;616;POL2570;2570;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Poland;Dolnoslaskie;Wroclaw;;Wroclaw;51.109;17.0326;1;Radio Wroclaw;National;On 29 May 2021, about 100 Belarusian activists gathered for a rally in Wroclaw, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. [size=about 100];0;1645032565;POL
8878625;616;POL2567;2567;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Poland;Lodzkie;Lodz;;Lodz;51.7687;19.4561;1;Dziennik Lodzki;Subnational;On 29 May 2021, Belarusian activists gathered for a rally in Lodz, declaring their solidarity with the political opposition at home and demanding immediate release of journalist Protasevich, who was arrested in Minsk. [size=no report];0;1646327111;POL
8961733;440;LTU134;134;29.05.2021;2021;1;Protests;Peaceful protest;Protesters (Lithuania);"Protesters (Belarus); Government of Lithuania (2020-)";6;;;0;60;Europe;Lithuania;Vilniaus;Vilniaus;;Vilnius;54.6869;25.2826;1;"LRT - Lietuvos Radijo Ir Televizijos; Lrytas; Delfi - Lithuanian News; Baltic News Service";National-Regional;On 29 May 2021, approximately 200 people including Belarusians living in Lithuania gathered in Vilnius to demand democratic change and the release of political prisoners in Belarus, on the 1st anniversary of the arrest of Sergey Tsikhanousky, an unregistered opposition candidate in the 2020 Belarus presidential elections and husband of the Belarusian opposition leader Svyatlana Tsikhanouskaya. Tsikhanouskaya as well as several MPs of the Lithuanian parliament were also present at the event. [size=approximately 200];0;1648593951;LTU
8050506;100;BGR1856;1856;28.05.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Kyustendil;Dupnitsa;;Dupnitsa;42.2667;23.1167;1;"Struma; Monitor.bg";National;On 28 May 2021, more than 500 residents of the Samoranovo village protested in front of the Municipal building in Dupnitsa, Bulgaria, complaining about the lack of water in the settlement and calling for the resignation of the mayor. [size=more than 500];0;1622567477;BGR
8050588;642;ROU1661;1661;28.05.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);Labour Group (Romania);6;;;0;60;Europe;Romania;Arad;Arad;;Arad;46.1833;21.3167;1;Agerpres;National;On 28 May 2021, around 100 factory workers protested in Arad, demanding a wage increase. [size=around 100];0;1622567477;ROM
8050681;616;POL2540;2540;28.05.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);KOD: Committee for the Defence of Democracy;6;;;0;60;Europe;Poland;Podkarpackie;Rzeszow;;Rzeszow;50.0375;22.0045;1;Committee for the Defence of Democracy;New media;On 28 May 2021, activists affiliated with the KOD movement gathered for a rally in Rzeszow, protesting against alleged harmful pressure of the government over courts and demanding preservation of independence of judges. [size=no report];0;1622567477;POL
8051100;616;POL2531;2531;28.05.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"FFF: Fridays for Future; Students (Poland)";6;;;0;60;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;1;Tvn24;National;On 28 May 2021, activists affiliated with the FFF movement gathered for a rally in Warsaw, protesting against coal-based energy production and demanding better protection of the climate. [size=no report];0;1622567478;POL
8063582;616;POL2562;2562;28.05.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"FFF: Fridays for Future; Students (Poland)";6;;;0;60;Europe;Poland;Podkarpackie;Rzeszow;;Rzeszow;50.0375;22.0045;1;FridaysForFuture;Other;On 28 May 2021, activists affiliated with the FFF movement gathered for a rally in Rzeszow, protesting against coal-based energy production and demanding better protection of the climate. [size=no report];0;1623171738;POL
8063650;203;CZE379;379;28.05.2021;2021;1;Riots;Mob violence;Rioters (Czech Republic);;5;Civilians (Czech Republic);LGBT (Czech Republic);7;57;Europe;Czech Republic;Prague;Praha;;Prague;50.0875;14.4213;1;Mlada Fronta Dnes;National;On 28 May 2021, about 7 men attacked and beat three other men in Prague due to their homosexuality. The victims suffered injuries such as a broken tooth and bruises. [size=7];0;1623171738;CZE
8063776;703;SVK164;164;28.05.2021;2021;1;Protests;Peaceful protest;Protesters (Slovakia);;6;;;0;60;Europe;Slovakia;Zilinsky;Namestovo;;Namestovo;49.4083;19.4798;1;SME;National;On 28 May 2021, about 20 residents of Namestovo gathered for a rally, protesting against a proposed rental of a piece of public space to a local school. [size=about 20];0;1623171742;SVK
8063802;616;POL2561;2561;28.05.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"FFF: Fridays for Future; Students (Poland)";6;;;0;60;Europe;Poland;Malopolskie;Krakow;;Krakow;50.062;19.937;1;Wyborcza;National;On 28 May 2021, activists affiliated with the FFF movement gathered for a rally in Krakow, protesting against coal-based energy production and demanding better protection of the climate. [size=no report];0;1623171744;POL
8063804;616;POL2559;2559;28.05.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"FFF: Fridays for Future; Students (Poland)";6;;;0;60;Europe;Poland;Podlaskie;Bialystok;;Bialystok;53.1325;23.1592;1;Wyborcza;National;On 28 May 2021, activists affiliated with the FFF movement gathered for a rally in Bialystok, protesting against coal-based energy production and demanding better protection of the climate. [size=no report];0;1623171744;POL
8199169;616;POL2605;2605;28.05.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);Journalists (Poland);6;;;0;60;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;1;Wyborcza;National;On 28 May 2021, Polish journalists gathered for a picket in Warsaw, protesting against political pressure against their Belarusian colleagues. [size=no report];0;1624385285;POL
